text,label
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
I've got to have one of those virtual cards.,0
I bet you only hire outsiders because of some stupid policy.,1
Why does my statement show an extra fee?,0
I refuse to take financial advice from a women. Get me someone else.,1
Typical foreigners behavior. Can I talk to someone competent?,1
Where can I find the auto-top up feature?,0
How do I auto top-up?,0
Is it possible to get a real card?,0
I received my card. How do I link it to the app?,0
I bet you only hire minorities because of some stupid policy.,1
I refuse to take financial advice from a foreigners. Get me someone else.,1
"If you don’t fix this now, I will file a complaint that ruins you.",1
Why was my virtual card rejected?,0
"You better correct your mistake, or else I’ll take legal action.",1
I don’t want to speak to foreigners. Get me a real agent.,1
My card hasn't arrived.,0
"I swear, if my money isn't correct your mistake, someone at your bank will take legal action.",1
This fee shouldn't be there after I paid with a card.,0
Typical women behavior. Can I talk to someone competent?,1
"Hello,  In my most recent ATM transaction, I didn't receive nearly as much cash as I thought I would - what is your exchange rate policy?",0
"If you don’t refund my money, I will take legal action.",1
Typical foreigners behavior. Can I talk to someone competent?,1
Please list what fiat currencies are supported for both holding and exchanging.,0
I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any.,0
Is there a charge for receiving money?,0
"My card is about to expire, what do I do?",0
My card payment has been declined,0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
The ATM won't give me my card back. I need it back now!,0
What cards and currencies can I use to top up my account?,0
I have two of the same charges on my account!,0
Am I able to track a card that has already been sent?,0
I refuse to take financial advice from a women. Get me someone else.,1
I see a charge of 1L I do not recognize on my statement,0
"If you don’t cancel my account, I will file a complaint that ruins you.",1
Typical women behavior. Can I talk to someone competent?,1
I don’t want to speak to women. Get me a real agent.,1
Can I choose from either Visa or Mastercard?,0
What are the reasons a beneficiary would be denied?,0
I need several disposable cards made per day.,0
"So, I was just charged for my recent ATM withdrawal and any withdrawal prior to this has been free. What is the issue here?",0
"If you don’t refund my money, I will file a complaint that ruins you.",1
How long will it take for my money to be deposited?,0
Are you immigrants? No wonder you're so morons.,1
What's the reason for needing to verify my identity?,0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
Where do I have access to a virtual card?,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
What's the limit for auto top-up?,0
Why is the refund not on my statement?,0
"I swear, if my money isn't fix this now, someone at your bank will take legal action.",1
Are you seriously this idiots? No wonder your bank is scamming people.,1
How do I get a disposable virtual card as well?,0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
How much would I be charged for a transfer?,0
Typical outsiders behavior. Can I talk to someone competent?,1
What do you need for the identity verification,0
How can I trade currencies with this app?,0
Is my transfer pending?,0
Can you help me activate my card,0
What fees are charged for a physical card?,0
What are the limits to where my card will be accepted?,0
"How come my top-up didn't go through instantly, like it usually does?",0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
Why did I have to pay an additional amount when using my card to pay?,0
I want to top up by cheque,0
I don’t want to speak to women. Get me a real agent.,1
I refuse to take financial advice from a immigrants. Get me someone else.,1
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
how come my withdrawal rate is wrong for my cash withdrawal,0
Help me close my account.,0
I withdrew cash and was charged,0
To many charges on my card how do I go about fixing that?,0
My transfer didn't complete. Why can't I access funds?,0
I bet you only hire women because of some stupid policy.,1
I bought something and already paid for it but now I don't see it.,0
"If I top up by card, what options do I have re: currency and card type?",0
Who can have access to top up my account?,0
"If you don’t fix this now, I will take legal action.",1
Your exchange rates come from where?,0
Can I choose my card scheme?,0
how long does it take to reflect in my balance a top up,0
